id,code,name,city,product_id
26902,LGA, NY: LaGuardia,New York,26902
26903,PHL, PA: Philadelphia International,Philadelphia,26903
26904,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,26904
26905,DCA, DC: Ronald Reagan Washington National,Washington,26905
26906,DEN, CO: Denver International,Denver,26906
26907,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,26907
26908,DTW, MI: Detroit Metro Wayne County,Detroit,26908
26909,FLL, FL: Fort Lauderdale-Hollywood International,Fort Lauderdale,26909
26910,IAH, TX: George Bush Intercontinental/Houston,Houston,26910
26911,LAS, NV: McCarran International,Las Vegas,26911
26912,LAX, CA: Los Angeles International,Los Angeles,26912
26913,LGA, NY: LaGuardia,New York,26913
26914,MCO, FL: Orlando International,Orlando,26914
26915,MDW, IL: Chicago Midway International,Chicago,26915
26916,MSP, MN: Minneapolis-St Paul International,Minneapolis,26916
26917,PDX, OR: Portland International,Portland,26917
26918,PHL, PA: Philadelphia International,Philadelphia,26918
26919,PHX, AZ: Phoenix Sky Harbor International,Phoenix,26919
26920,SAN, CA: San Diego International,San Diego,26920
26921,SEA, WA: Seattle/Tacoma International,Seattle,26921
26922,SFO, CA: San Francisco International,San Francisco,26922
26923,SLC, UT: Salt Lake City International,Salt Lake City,26923
26924,TPA, FL: Tampa International,Tampa,26924
26925,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,26925
26926,BOS, MA: Logan International,Boston,26926
26927,BWI, MD: Baltimore/Washington International Thurgood Marshall,Baltimore,26927
26928,CLT, NC: Charlotte Douglas International,Charlotte,26928
26929,DCA, DC: Ronald Reagan Washington National,Washington,26929
26930,DEN, CO: Denver International,Denver,26930
26931,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,26931
26932,DTW, MI: Detroit Metro Wayne County,Detroit,26932
26933,EWR, NJ: Newark Liberty International,Newark,26933
26934,FLL, FL: Fort Lauderdale-Hollywood International,Fort Lauderdale,26934
26935,IAD, DC: Washington Dulles International,Washington,26935
26936,LAS, NV: McCarran International,Las Vegas,26936
26937,LAX, CA: Los Angeles International,Los Angeles,26937
26938,LGA, NY: LaGuardia,New York,26938
26939,MCO, FL: Orlando International,Orlando,26939
26940,MDW, IL: Chicago Midway International,Chicago,26940
26941,MIA, FL: Miami International,Miami,26941
26942,MSP, MN: Minneapolis-St Paul International,Minneapolis,26942
26943,PHL, PA: Philadelphia International,Philadelphia,26943
26944,PHX, AZ: Phoenix Sky Harbor International,Phoenix,26944
26945,SFO, CA: San Francisco International,San Francisco,26945
26946,TPA, FL: Tampa International,Tampa,26946
26947,LAS, NV: McCarran International,Las Vegas,26947
26948,LAX, CA: Los Angeles International,Los Angeles,26948
26949,PDX, OR: Portland International,Portland,26949
26950,PHX, AZ: Phoenix Sky Harbor International,Phoenix,26950
26951,SAN, CA: San Diego International,San Diego,26951
26952,SEA, WA: Seattle/Tacoma International,Seattle,26952
26953,SFO, CA: San Francisco International,San Francisco,26953
26954,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,26954
26955,BOS, MA: Logan International,Boston,26955
26956,BWI, MD: Baltimore/Washington International Thurgood Marshall,Baltimore,26956
26957,CLT, NC: Charlotte Douglas International,Charlotte,26957
26958,DCA, DC: Ronald Reagan Washington National,Washington,26958
26959,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,26959
26960,DTW, MI: Detroit Metro Wayne County,Detroit,26960
26961,JFK, NY: John F. Kennedy International,New York,26961
26962,LAX, CA: Los Angeles International,Los Angeles,26962
26963,LGA, NY: LaGuardia,New York,26963
26964,MIA, FL: Miami International,Miami,26964
26965,ORD, IL: Chicago O'Hare International,Chicago,26965
26966,PHL, PA: Philadelphia International,Philadelphia,26966
26967,SAN, CA: San Diego International,San Diego,26967
26968,SFO, CA: San Francisco International,San Francisco,26968
26969,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,26969
26970,BOS, MA: Logan International,Boston,26970
26971,BWI, MD: Baltimore/Washington International Thurgood Marshall,Baltimore,26971
26972,CLT, NC: Charlotte Douglas International,Charlotte,26972
26973,DCA, DC: Ronald Reagan Washington National,Washington,26973
26974,DEN, CO: Denver International,Denver,26974
26975,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,26975
26976,DTW, MI: Detroit Metro Wayne County,Detroit,26976
26977,EWR, NJ: Newark Liberty International,Newark,26977
26978,FLL, FL: Fort Lauderdale-Hollywood International,Fort Lauderdale,26978
26979,IAD, DC: Washington Dulles International,Washington,26979
26980,IAH, TX: George Bush Intercontinental/Houston,Houston,26980
26981,JFK, NY: John F. Kennedy International,New York,26981
26982,LAS, NV: McCarran International,Las Vegas,26982
26983,LAX, CA: Los Angeles International,Los Angeles,26983
26984,LGA, NY: LaGuardia,New York,26984
26985,MCO, FL: Orlando International,Orlando,26985
26986,MDW, IL: Chicago Midway International,Chicago,26986
26987,MIA, FL: Miami International,Miami,26987
26988,MSP, MN: Minneapolis-St Paul International,Minneapolis,26988
26989,ORD, IL: Chicago O'Hare International,Chicago,26989
26990,PDX, OR: Portland International,Portland,26990
26991,PHL, PA: Philadelphia International,Philadelphia,26991
26992,PHX, AZ: Phoenix Sky Harbor International,Phoenix,26992
26993,SAN, CA: San Diego International,San Diego,26993
26994,SEA, WA: Seattle/Tacoma International,Seattle,26994
26995,SFO, CA: San Francisco International,San Francisco,26995
26996,SLC, UT: Salt Lake City International,Salt Lake City,26996
26997,TPA, FL: Tampa International,Tampa,26997
26998,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,26998
26999,BOS, MA: Logan International,Boston,26999
27000,BWI, MD: Baltimore/Washington International Thurgood Marshall,Baltimore,27000
27001,DCA, DC: Ronald Reagan Washington National,Washington,27001
27002,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,27002
27003,DTW, MI: Detroit Metro Wayne County,Detroit,27003
27004,EWR, NJ: Newark Liberty International,Newark,27004
27005,FLL, FL: Fort Lauderdale-Hollywood International,Fort Lauderdale,27005
27006,IAH, TX: George Bush Intercontinental/Houston,Houston,27006
27007,JFK, NY: John F. Kennedy International,New York,27007
27008,LGA, NY: LaGuardia,New York,27008
27009,MCO, FL: Orlando International,Orlando,27009
27010,MIA, FL: Miami International,Miami,27010
27011,MSP, MN: Minneapolis-St Paul International,Minneapolis,27011
27012,ORD, IL: Chicago O'Hare International,Chicago,27012
27013,PHL, PA: Philadelphia International,Philadelphia,27013
27014,TPA, FL: Tampa International,Tampa,27014
27015,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,27015
27016,DEN, CO: Denver International,Denver,27016
27017,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,27017
27018,DTW, MI: Detroit Metro Wayne County,Detroit,27018
27019,EWR, NJ: Newark Liberty International,Newark,27019
27020,IAH, TX: George Bush Intercontinental/Houston,Houston,27020
27021,LAS, NV: McCarran International,Las Vegas,27021
27022,LAX, CA: Los Angeles International,Los Angeles,27022
27023,MSP, MN: Minneapolis-St Paul International,Minneapolis,27023
27024,ORD, IL: Chicago O'Hare International,Chicago,27024
27025,PDX, OR: Portland International,Portland,27025
27026,PHL, PA: Philadelphia International,Philadelphia,27026
27027,PHX, AZ: Phoenix Sky Harbor International,Phoenix,27027
27028,SAN, CA: San Diego International,San Diego,27028
27029,SEA, WA: Seattle/Tacoma International,Seattle,27029
27030,SFO, CA: San Francisco International,San Francisco,27030
27031,SLC, UT: Salt Lake City International,Salt Lake City,27031
27032,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,27032
27033,BOS, MA: Logan International,Boston,27033
27034,BWI, MD: Baltimore/Washington International Thurgood Marshall,Baltimore,27034
27035,CLT, NC: Charlotte Douglas International,Charlotte,27035
27036,DCA, DC: Ronald Reagan Washington National,Washington,27036
27037,DEN, CO: Denver International,Denver,27037
27038,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,27038
27039,DTW, MI: Detroit Metro Wayne County,Detroit,27039
27040,EWR, NJ: Newark Liberty International,Newark,27040
27041,IAD, DC: Washington Dulles International,Washington,27041
27042,IAH, TX: George Bush Intercontinental/Houston,Houston,27042
27043,JFK, NY: John F. Kennedy International,New York,27043
27044,LAS, NV: McCarran International,Las Vegas,27044
27045,LAX, CA: Los Angeles International,Los Angeles,27045
27046,LGA, NY: LaGuardia,New York,27046
27047,MCO, FL: Orlando International,Orlando,27047
27048,MIA, FL: Miami International,Miami,27048
27049,MSP, MN: Minneapolis-St Paul International,Minneapolis,27049
27050,ORD, IL: Chicago O'Hare International,Chicago,27050
27051,PDX, OR: Portland International,Portland,27051
27052,PHL, PA: Philadelphia International,Philadelphia,27052
27053,PHX, AZ: Phoenix Sky Harbor International,Phoenix,27053
27054,SAN, CA: San Diego International,San Diego,27054
27055,SEA, WA: Seattle/Tacoma International,Seattle,27055
27056,SFO, CA: San Francisco International,San Francisco,27056
27057,SLC, UT: Salt Lake City International,Salt Lake City,27057
27058,TPA, FL: Tampa International,Tampa,27058
27059,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,27059
27060,BOS, MA: Logan International,Boston,27060
27061,BWI, MD: Baltimore/Washington International Thurgood Marshall,Baltimore,27061
27062,CLT, NC: Charlotte Douglas International,Charlotte,27062
27063,DCA, DC: Ronald Reagan Washington National,Washington,27063
27064,DEN, CO: Denver International,Denver,27064
27065,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,27065
27066,DTW, MI: Detroit Metro Wayne County,Detroit,27066
27067,EWR, NJ: Newark Liberty International,Newark,27067
27068,FLL, FL: Fort Lauderdale-Hollywood International,Fort Lauderdale,27068
27069,IAD, DC: Washington Dulles International,Washington,27069
27070,IAH, TX: George Bush Intercontinental/Houston,Houston,27070
27071,JFK, NY: John F. Kennedy International,New York,27071
27072,LAS, NV: McCarran International,Las Vegas,27072
27073,LAX, CA: Los Angeles International,Los Angeles,27073
27074,LGA, NY: LaGuardia,New York,27074
27075,MCO, FL: Orlando International,Orlando,27075
27076,MIA, FL: Miami International,Miami,27076
27077,MSP, MN: Minneapolis-St Paul International,Minneapolis,27077
27078,ORD, IL: Chicago O'Hare International,Chicago,27078
27079,PDX, OR: Portland International,Portland,27079
27080,PHL, PA: Philadelphia International,Philadelphia,27080
27081,PHX, AZ: Phoenix Sky Harbor International,Phoenix,27081
27082,SAN, CA: San Diego International,San Diego,27082
27083,SEA, WA: Seattle/Tacoma International,Seattle,27083
27084,SFO, CA: San Francisco International,San Francisco,27084
27085,SLC, UT: Salt Lake City International,Salt Lake City,27085
27086,TPA, FL: Tampa International,Tampa,27086
27087,BWI, MD: Baltimore/Washington International Thurgood Marshall,Baltimore,27087
27088,DEN, CO: Denver International,Denver,27088
27089,DTW, MI: Detroit Metro Wayne County,Detroit,27089
27090,FLL, FL: Fort Lauderdale-Hollywood International,Fort Lauderdale,27090
27091,IAD, DC: Washington Dulles International,Washington,27091
27092,LAS, NV: McCarran International,Las Vegas,27092
27093,LAX, CA: Los Angeles International,Los Angeles,27093
27094,MCO, FL: Orlando International,Orlando,27094
27095,MDW, IL: Chicago Midway International,Chicago,27095
27096,MSP, MN: Minneapolis-St Paul International,Minneapolis,27096
27097,PDX, OR: Portland International,Portland,27097
27098,PHL, PA: Philadelphia International,Philadelphia,27098
27099,PHX, AZ: Phoenix Sky Harbor International,Phoenix,27099
27100,SAN, CA: San Diego International,San Diego,27100
27101,SEA, WA: Seattle/Tacoma International,Seattle,27101
27102,SFO, CA: San Francisco International,San Francisco,27102
27103,SLC, UT: Salt Lake City International,Salt Lake City,27103
27104,TPA, FL: Tampa International,Tampa,27104
27105,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,27105
27106,BOS, MA: Logan International,Boston,27106
27107,BWI, MD: Baltimore/Washington International Thurgood Marshall,Baltimore,27107
27108,CLT, NC: Charlotte Douglas International,Charlotte,27108
27109,DCA, DC: Ronald Reagan Washington National,Washington,27109
27110,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,27110
27111,DTW, MI: Detroit Metro Wayne County,Detroit,27111
27112,EWR, NJ: Newark Liberty International,Newark,27112
27113,IAD, DC: Washington Dulles International,Washington,27113
27114,IAH, TX: George Bush Intercontinental/Houston,Houston,27114
27115,LGA, NY: LaGuardia,New York,27115
27116,MCO, FL: Orlando International,Orlando,27116
27117,MSP, MN: Minneapolis-St Paul International,Minneapolis,27117
27118,ORD, IL: Chicago O'Hare International,Chicago,27118
27119,PHL, PA: Philadelphia International,Philadelphia,27119
27120,PHX, AZ: Phoenix Sky Harbor International,Phoenix,27120
27121,SLC, UT: Salt Lake City International,Salt Lake City,27121
27122,TPA, FL: Tampa International,Tampa,27122
27123,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,27123
27124,BOS, MA: Logan International,Boston,27124
27125,CLT, NC: Charlotte Douglas International,Charlotte,27125
27126,DEN, CO: Denver International,Denver,27126
27127,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,27127
27128,DTW, MI: Detroit Metro Wayne County,Detroit,27128
27129,EWR, NJ: Newark Liberty International,Newark,27129
27130,IAD, DC: Washington Dulles International,Washington,27130
27131,IAH, TX: George Bush Intercontinental/Houston,Houston,27131
27132,JFK, NY: John F. Kennedy International,New York,27132
27133,LAS, NV: McCarran International,Las Vegas,27133
27134,LAX, CA: Los Angeles International,Los Angeles,27134
27135,LGA, NY: LaGuardia,New York,27135
27136,ORD, IL: Chicago O'Hare International,Chicago,27136
27137,PHX, AZ: Phoenix Sky Harbor International,Phoenix,27137
27138,SAN, CA: San Diego International,San Diego,27138
27139,SLC, UT: Salt Lake City International,Salt Lake City,27139
27140,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,27140
27141,BOS, MA: Logan International,Boston,27141
27142,CLT, NC: Charlotte Douglas International,Charlotte,27142
27143,DCA, DC: Ronald Reagan Washington National,Washington,27143
27144,DTW, MI: Detroit Metro Wayne County,Detroit,27144
27145,EWR, NJ: Newark Liberty International,Newark,27145
27146,FLL, FL: Fort Lauderdale-Hollywood International,Fort Lauderdale,27146
27147,IAD, DC: Washington Dulles International,Washington,27147
27148,IAH, TX: George Bush Intercontinental/Houston,Houston,27148
27149,LGA, NY: LaGuardia,New York,27149
27150,MSP, MN: Minneapolis-St Paul International,Minneapolis,27150
27151,ORD, IL: Chicago O'Hare International,Chicago,27151
27152,PHL, PA: Philadelphia International,Philadelphia,27152
27153,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,27153
27154,BOS, MA: Logan International,Boston,27154
27155,BWI, MD: Baltimore/Washington International Thurgood Marshall,Baltimore,27155
27156,CLT, NC: Charlotte Douglas International,Charlotte,27156
27157,DCA, DC: Ronald Reagan Washington National,Washington,27157
27158,DEN, CO: Denver International,Denver,27158
27159,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,27159
27160,DTW, MI: Detroit Metro Wayne County,Detroit,27160
27161,EWR, NJ: Newark Liberty International,Newark,27161
27162,FLL, FL: Fort Lauderdale-Hollywood International,Fort Lauderdale,27162
27163,IAD, DC: Washington Dulles International,Washington,27163
27164,IAH, TX: George Bush Intercontinental/Houston,Houston,27164
27165,JFK, NY: John F. Kennedy International,New York,27165
27166,LAS, NV: McCarran International,Las Vegas,27166
27167,LAX, CA: Los Angeles International,Los Angeles,27167
27168,LGA, NY: LaGuardia,New York,27168
27169,MCO, FL: Orlando International,Orlando,27169
27170,MIA, FL: Miami International,Miami,27170
27171,MSP, MN: Minneapolis-St Paul International,Minneapolis,27171
27172,ORD, IL: Chicago O'Hare International,Chicago,27172
27173,PDX, OR: Portland International,Portland,27173
27174,PHL, PA: Philadelphia International,Philadelphia,27174
27175,PHX, AZ: Phoenix Sky Harbor International,Phoenix,27175
27176,SAN, CA: San Diego International,San Diego,27176
27177,SEA, WA: Seattle/Tacoma International,Seattle,27177
27178,SFO, CA: San Francisco International,San Francisco,27178
27179,SLC, UT: Salt Lake City International,Salt Lake City,27179
27180,TPA, FL: Tampa International,Tampa,27180
27181,BOS, MA: Logan International,Boston,27181
27182,DCA, DC: Ronald Reagan Washington National,Washington,27182
27183,DEN, CO: Denver International,Denver,27183
27184,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,27184
27185,EWR, NJ: Newark Liberty International,Newark,27185
27186,LAS, NV: McCarran International,Las Vegas,27186
27187,LAX, CA: Los Angeles International,Los Angeles,27187
27188,MCO, FL: Orlando International,Orlando,27188
27189,MIA, FL: Miami International,Miami,27189
27190,MSP, MN: Minneapolis-St Paul International,Minneapolis,27190
27191,ORD, IL: Chicago O'Hare International,Chicago,27191
27192,PDX, OR: Portland International,Portland,27192
27193,PHX, AZ: Phoenix Sky Harbor International,Phoenix,27193
27194,SAN, CA: San Diego International,San Diego,27194
27195,SEA, WA: Seattle/Tacoma International,Seattle,27195
27196,SFO, CA: San Francisco International,San Francisco,27196
27197,BOS, MA: Logan International,Boston,27197
27198,CLT, NC: Charlotte Douglas International,Charlotte,27198
27199,DEN, CO: Denver International,Denver,27199
27200,EWR, NJ: Newark Liberty International,Newark,27200
27201,FLL, FL: Fort Lauderdale-Hollywood International,Fort Lauderdale,27201
27202,IAD, DC: Washington Dulles International,Washington,27202
27203,JFK, NY: John F. Kennedy International,New York,27203
27204,LAS, NV: McCarran International,Las Vegas,27204
27205,LGA, NY: LaGuardia,New York,27205
27206,MCO, FL: Orlando International,Orlando,27206
27207,ORD, IL: Chicago O'Hare International,Chicago,27207
27208,PDX, OR: Portland International,Portland,27208
27209,PHX, AZ: Phoenix Sky Harbor International,Phoenix,27209
27210,SAN, CA: San Diego International,San Diego,27210
27211,SEA, WA: Seattle/Tacoma International,Seattle,27211
27212,SFO, CA: San Francisco International,San Francisco,27212
27213,SLC, UT: Salt Lake City International,Salt Lake City,27213
27214,TPA, FL: Tampa International,Tampa,27214
27215,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,27215
27216,BOS, MA: Logan International,Boston,27216
27217,BWI, MD: Baltimore/Washington International Thurgood Marshall,Baltimore,27217
27218,CLT, NC: Charlotte Douglas International,Charlotte,27218
27219,DCA, DC: Ronald Reagan Washington National,Washington,27219
27220,DEN, CO: Denver International,Denver,27220
27221,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,27221
27222,DTW, MI: Detroit Metro Wayne County,Detroit,27222
27223,EWR, NJ: Newark Liberty International,Newark,27223
27224,FLL, FL: Fort Lauderdale-Hollywood International,Fort Lauderdale,27224
27225,IAH, TX: George Bush Intercontinental/Houston,Houston,27225
27226,LAS, NV: McCarran International,Las Vegas,27226
27227,LAX, CA: Los Angeles International,Los Angeles,27227
27228,LGA, NY: LaGuardia,New York,27228
27229,MCO, FL: Orlando International,Orlando,27229
27230,MIA, FL: Miami International,Miami,27230
27231,MSP, MN: Minneapolis-St Paul International,Minneapolis,27231
27232,ORD, IL: Chicago O'Hare International,Chicago,27232
27233,PDX, OR: Portland International,Portland,27233
27234,PHL, PA: Philadelphia International,Philadelphia,27234
27235,PHX, AZ: Phoenix Sky Harbor International,Phoenix,27235
27236,SAN, CA: San Diego International,San Diego,27236
27237,SEA, WA: Seattle/Tacoma International,Seattle,27237
27238,SFO, CA: San Francisco International,San Francisco,27238
27239,SLC, UT: Salt Lake City International,Salt Lake City,27239
27240,TPA, FL: Tampa International,Tampa,27240
27241,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,27241
27242,BOS, MA: Logan International,Boston,27242
27243,BWI, MD: Baltimore/Washington International Thurgood Marshall,Baltimore,27243
27244,CLT, NC: Charlotte Douglas International,Charlotte,27244
27245,DCA, DC: Ronald Reagan Washington National,Washington,27245
27246,DEN, CO: Denver International,Denver,27246
27247,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,27247
27248,DTW, MI: Detroit Metro Wayne County,Detroit,27248
27249,EWR, NJ: Newark Liberty International,Newark,27249
27250,FLL, FL: Fort Lauderdale-Hollywood International,Fort Lauderdale,27250
27251,IAD, DC: Washington Dulles International,Washington,27251
27252,IAH, TX: George Bush Intercontinental/Houston,Houston,27252
27253,JFK, NY: John F. Kennedy International,New York,27253
27254,LAS, NV: McCarran International,Las Vegas,27254
27255,LAX, CA: Los Angeles International,Los Angeles,27255
27256,LGA, NY: LaGuardia,New York,27256
27257,MCO, FL: Orlando International,Orlando,27257
27258,MDW, IL: Chicago Midway International,Chicago,27258
27259,MIA, FL: Miami International,Miami,27259
27260,MSP, MN: Minneapolis-St Paul International,Minneapolis,27260
27261,ORD, IL: Chicago O'Hare International,Chicago,27261
27262,PDX, OR: Portland International,Portland,27262
27263,PHL, PA: Philadelphia International,Philadelphia,27263
27264,PHX, AZ: Phoenix Sky Harbor International,Phoenix,27264
27265,SAN, CA: San Diego International,San Diego,27265
27266,SEA, WA: Seattle/Tacoma International,Seattle,27266
27267,SFO, CA: San Francisco International,San Francisco,27267
27268,SLC, UT: Salt Lake City International,Salt Lake City,27268
27269,TPA, FL: Tampa International,Tampa,27269
27270,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,27270
27271,BWI, MD: Baltimore/Washington International Thurgood Marshall,Baltimore,27271
27272,CLT, NC: Charlotte Douglas International,Charlotte,27272
27273,IAD, DC: Washington Dulles International,Washington,27273
27274,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,27274
27275,DCA, DC: Ronald Reagan Washington National,Washington,27275
27276,DEN, CO: Denver International,Denver,27276
27277,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,27277
27278,DTW, MI: Detroit Metro Wayne County,Detroit,27278
27279,FLL, FL: Fort Lauderdale-Hollywood International,Fort Lauderdale,27279
27280,IAH, TX: George Bush Intercontinental/Houston,Houston,27280
27281,LAS, NV: McCarran International,Las Vegas,27281
27282,LAX, CA: Los Angeles International,Los Angeles,27282
27283,LGA, NY: LaGuardia,New York,27283
27284,MCO, FL: Orlando International,Orlando,27284
27285,MDW, IL: Chicago Midway International,Chicago,27285
27286,MSP, MN: Minneapolis-St Paul International,Minneapolis,27286
27287,PDX, OR: Portland International,Portland,27287
27288,PHL, PA: Philadelphia International,Philadelphia,27288
27289,PHX, AZ: Phoenix Sky Harbor International,Phoenix,27289
27290,SAN, CA: San Diego International,San Diego,27290
27291,SEA, WA: Seattle/Tacoma International,Seattle,27291
27292,SFO, CA: San Francisco International,San Francisco,27292
27293,SLC, UT: Salt Lake City International,Salt Lake City,27293
27294,TPA, FL: Tampa International,Tampa,27294
27295,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,27295
27296,BOS, MA: Logan International,Boston,27296
27297,BWI, MD: Baltimore/Washington International Thurgood Marshall,Baltimore,27297
27298,CLT, NC: Charlotte Douglas International,Charlotte,27298
27299,DCA, DC: Ronald Reagan Washington National,Washington,27299
27300,DEN, CO: Denver International,Denver,27300
27301,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,27301
27302,DTW, MI: Detroit Metro Wayne County,Detroit,27302
27303,EWR, NJ: Newark Liberty International,Newark,27303
27304,FLL, FL: Fort Lauderdale-Hollywood International,Fort Lauderdale,27304
27305,IAD, DC: Washington Dulles International,Washington,27305
27306,LAS, NV: McCarran International,Las Vegas,27306
27307,LAX, CA: Los Angeles International,Los Angeles,27307
27308,LGA, NY: LaGuardia,New York,27308
27309,MCO, FL: Orlando International,Orlando,27309
27310,MDW, IL: Chicago Midway International,Chicago,27310
27311,MIA, FL: Miami International,Miami,27311
27312,MSP, MN: Minneapolis-St Paul International,Minneapolis,27312
27313,PHL, PA: Philadelphia International,Philadelphia,27313
27314,PHX, AZ: Phoenix Sky Harbor International,Phoenix,27314
27315,SFO, CA: San Francisco International,San Francisco,27315
27316,TPA, FL: Tampa International,Tampa,27316
27317,LAS, NV: McCarran International,Las Vegas,27317
27318,LAX, CA: Los Angeles International,Los Angeles,27318
27319,PDX, OR: Portland International,Portland,27319
27320,PHX, AZ: Phoenix Sky Harbor International,Phoenix,27320
27321,SAN, CA: San Diego International,San Diego,27321
27322,SEA, WA: Seattle/Tacoma International,Seattle,27322
27323,SFO, CA: San Francisco International,San Francisco,27323
27324,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,27324
27325,BOS, MA: Logan International,Boston,27325
27326,BWI, MD: Baltimore/Washington International Thurgood Marshall,Baltimore,27326
27327,CLT, NC: Charlotte Douglas International,Charlotte,27327
27328,DCA, DC: Ronald Reagan Washington National,Washington,27328
27329,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,27329
27330,DTW, MI: Detroit Metro Wayne County,Detroit,27330
27331,IAH, TX: George Bush Intercontinental/Houston,Houston,27331
27332,JFK, NY: John F. Kennedy International,New York,27332
27333,LAX, CA: Los Angeles International,Los Angeles,27333
27334,LGA, NY: LaGuardia,New York,27334
27335,MIA, FL: Miami International,Miami,27335
27336,ORD, IL: Chicago O'Hare International,Chicago,27336
27337,PHL, PA: Philadelphia International,Philadelphia,27337
27338,SAN, CA: San Diego International,San Diego,27338
27339,SFO, CA: San Francisco International,San Francisco,27339
27340,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,27340
27341,BOS, MA: Logan International,Boston,27341
27342,BWI, MD: Baltimore/Washington International Thurgood Marshall,Baltimore,27342
27343,CLT, NC: Charlotte Douglas International,Charlotte,27343
27344,DCA, DC: Ronald Reagan Washington National,Washington,27344
27345,DEN, CO: Denver International,Denver,27345
27346,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,27346
27347,DTW, MI: Detroit Metro Wayne County,Detroit,27347
27348,EWR, NJ: Newark Liberty International,Newark,27348
27349,FLL, FL: Fort Lauderdale-Hollywood International,Fort Lauderdale,27349
27350,IAD, DC: Washington Dulles International,Washington,27350
27351,IAH, TX: George Bush Intercontinental/Houston,Houston,27351
27352,JFK, NY: John F. Kennedy International,New York,27352
27353,LAS, NV: McCarran International,Las Vegas,27353
27354,LAX, CA: Los Angeles International,Los Angeles,27354
27355,LGA, NY: LaGuardia,New York,27355
27356,MCO, FL: Orlando International,Orlando,27356
27357,MDW, IL: Chicago Midway International,Chicago,27357
27358,MIA, FL: Miami International,Miami,27358
27359,MSP, MN: Minneapolis-St Paul International,Minneapolis,27359
27360,ORD, IL: Chicago O'Hare International,Chicago,27360
27361,PDX, OR: Portland International,Portland,27361
27362,PHL, PA: Philadelphia International,Philadelphia,27362
27363,PHX, AZ: Phoenix Sky Harbor International,Phoenix,27363
27364,SAN, CA: San Diego International,San Diego,27364
27365,SEA, WA: Seattle/Tacoma International,Seattle,27365
27366,SFO, CA: San Francisco International,San Francisco,27366
27367,SLC, UT: Salt Lake City International,Salt Lake City,27367
27368,TPA, FL: Tampa International,Tampa,27368
27369,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,27369
27370,BOS, MA: Logan International,Boston,27370
27371,BWI, MD: Baltimore/Washington International Thurgood Marshall,Baltimore,27371
27372,CLT, NC: Charlotte Douglas International,Charlotte,27372
27373,DCA, DC: Ronald Reagan Washington National,Washington,27373
27374,DFW, TX: Dallas/Fort Worth International,Dallas/Fort Worth,27374
27375,DTW, MI: Detroit Metro Wayne County,Detroit,27375
27376,EWR, NJ: Newark Liberty International,Newark,27376
27377,FLL, FL: Fort Lauderdale-Hollywood International,Fort Lauderdale,27377
27378,IAD, DC: Washington Dulles International,Washington,27378
27379,IAH, TX: George Bush Intercontinental/Houston,Houston,27379
27380,JFK, NY: John F. Kennedy International,New York,27380
27381,LGA, NY: LaGuardia,New York,27381
27382,MIA, FL: Miami International,Miami,27382
27383,MSP, MN: Minneapolis-St Paul International,Minneapolis,27383
27384,ORD, IL: Chicago O'Hare International,Chicago,27384
27385,PHL, PA: Philadelphia International,Philadelphia,27385
27386,TPA, FL: Tampa International,Tampa,27386
27387,ATL, GA: Hartsfield-Jackson Atlanta International,Atlanta,27387
